,pair1_path,pair2_path,result
16,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Augusto_Pinochet_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Augusto_Pinochet_0002.jpg,1
17,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Barbara_Brezigar_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Barbara_Brezigar_0002.jpg,1
18,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Benjamin_Netanyahu_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Benjamin_Netanyahu_0004.jpg,1
19,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Benjamin_Netanyahu_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Benjamin_Netanyahu_0005.jpg,1
20,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bernard_Law_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bernard_Law_0003.jpg,1
21,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bernard_Law_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bernard_Law_0004.jpg,1
22,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bertrand_Bonello_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bertrand_Bonello_0002.jpg,1
23,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bill_Frist_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bill_Frist_0009.jpg,1
24,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bill_Frist_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bill_Frist_0005.jpg,1
25,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0004.jpg,1
26,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0006.jpg,1
27,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0006.jpg,1
28,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0006.jpg,1
29,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Boris_Becker_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Boris_Becker_0006.jpg,1
30,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brad_Johnson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brad_Johnson_0003.jpg,1
31,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brad_Johnson_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brad_Johnson_0003.jpg,1
32,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brad_Johnson_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brad_Johnson_0004.jpg,1
33,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brian_Griese_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brian_Griese_0002.jpg,1
34,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Candice_Bergen_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Candice_Bergen_0002.jpg,1
35,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Candice_Bergen_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Candice_Bergen_0003.jpg,1
36,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Carla_Myers_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Carla_Myers_0002.jpg,1
37,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Cathy_Freeman_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Cathy_Freeman_0002.jpg,1
38,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chang_Dae-whan_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chang_Dae-whan_0002.jpg,1
39,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Charles_Grassley_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Charles_Grassley_0002.jpg,1
40,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Clare_Short_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Clare_Short_0003.jpg,1
41,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Clare_Short_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Clare_Short_0004.jpg,1
42,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Corinne_Coman_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Corinne_Coman_0002.jpg,1
43,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dai_Bachtiar_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dai_Bachtiar_0002.jpg,1
44,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dale_Earnhardt_Jr_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dale_Earnhardt_Jr_0003.jpg,1
45,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/David_Caruso_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/David_Caruso_0002.jpg,1
46,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Demi_Moore_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Demi_Moore_0003.jpg,1
47,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dick_Vermeil_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dick_Vermeil_0002.jpg,1
48,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Doris_Roberts_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Doris_Roberts_0002.jpg,1
49,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Doris_Roberts_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Doris_Roberts_0003.jpg,1
50,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Drew_Barrymore_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Drew_Barrymore_0002.jpg,1
51,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0007.jpg,1
52,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0007.jpg,1
53,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0007.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0012.jpg,1
54,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0009.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Edmund_Stoiber_0011.jpg,1
55,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Elinor_Caplan_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Elinor_Caplan_0002.jpg,1
56,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Emmanuelle_Beart_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Emmanuelle_Beart_0002.jpg,1
57,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Emmanuelle_Beart_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Emmanuelle_Beart_0003.jpg,1
58,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Federico_Trillo_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Federico_Trillo_0002.jpg,1
59,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Federico_Trillo_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Federico_Trillo_0003.jpg,1
60,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Federico_Trillo_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Federico_Trillo_0003.jpg,1
61,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Francis_Ford_Coppola_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Francis_Ford_Coppola_0002.jpg,1
62,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fred_Thompson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fred_Thompson_0002.jpg,1
63,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fred_Thompson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fred_Thompson_0003.jpg,1
64,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fred_Thompson_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fred_Thompson_0003.jpg,1
65,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Garry_Trudeau_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Garry_Trudeau_0002.jpg,1
66,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gary_Williams_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gary_Williams_0002.jpg,1
67,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gene_Robinson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gene_Robinson_0002.jpg,1
68,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gene_Robinson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gene_Robinson_0003.jpg,1
69,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gene_Robinson_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gene_Robinson_0003.jpg,1
70,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/George_Galloway_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/George_Galloway_0003.jpg,1
71,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/George_Galloway_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/George_Galloway_0003.jpg,1
72,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/George_Galloway_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/George_Galloway_0004.jpg,1
73,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0002.jpg,1
74,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0004.jpg,1
75,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0004.jpg,1
76,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gerardo_Gambala_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gerardo_Gambala_0002.jpg,1
77,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gian_Marco_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gian_Marco_0002.jpg,1
78,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gian_Marco_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gian_Marco_0003.jpg,1
79,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gillian_Anderson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gillian_Anderson_0002.jpg,1
80,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gordon_Brown_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gordon_Brown_0009.jpg,1
81,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gordon_Brown_0010.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gordon_Brown_0013.jpg,1
82,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Grant_Hackett_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Grant_Hackett_0002.jpg,1
83,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Grant_Hackett_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Grant_Hackett_0003.jpg,1
84,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Grant_Hackett_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Grant_Hackett_0005.jpg,1
85,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gray_Davis_0007.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gray_Davis_0022.jpg,1
86,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gray_Davis_0021.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gray_Davis_0026.jpg,1
87,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gregg_Popovich_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gregg_Popovich_0005.jpg,1
88,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gregg_Popovich_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gregg_Popovich_0004.jpg,1
89,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Guy_Ritchie_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Guy_Ritchie_0002.jpg,1
90,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hamzah_Haz_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hamzah_Haz_0002.jpg,1
91,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Harbhajan_Singh_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Harbhajan_Singh_0002.jpg,1
92,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hootie_Johnson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hootie_Johnson_0002.jpg,1
93,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0027.jpg,1
94,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0027.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0053.jpg,1
95,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0036.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0051.jpg,1
96,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0041.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0050.jpg,1
97,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0045.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugo_Chavez_0056.jpg,1
98,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Isaiah_Washington_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Isaiah_Washington_0002.jpg,1
99,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jack_Grubman_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jack_Grubman_0002.jpg,1
100,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0009.jpg,1
101,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0007.jpg,1
102,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0010.jpg,1
103,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0006.jpg,1
104,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0009.jpg,1
105,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0008.jpg,1
106,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacques_Rogge_0008.jpg,1
107,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Caan_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Caan_0002.jpg,1
108,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Caan_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Caan_0003.jpg,1
109,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Caan_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Caan_0003.jpg,1
110,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Jones_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/James_Jones_0002.jpg,1
111,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jamling_Norgay_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jamling_Norgay_0002.jpg,1
112,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Janica_Kostelic_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Janica_Kostelic_0002.jpg,1
113,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeanne_Moreau_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeanne_Moreau_0002.jpg,1
114,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeffrey_Archer_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeffrey_Archer_0002.jpg,1
115,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0003.jpg,1
116,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0009.jpg,1
117,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0006.jpg,1
118,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0009.jpg,1
119,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0007.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0012.jpg,1
120,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0008.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Garner_0011.jpg,1
121,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0024.jpg,1
122,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0022.jpg,1
123,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0011.jpg,1
124,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0010.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0014.jpg,1
125,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0017.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Greenstock_0021.jpg,1
126,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jessica_Lange_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jessica_Lange_0002.jpg,1
127,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0007.jpg,1
128,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0006.jpg,1
129,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0008.jpg,1
130,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Carter_0007.jpg,1
131,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jodie_Foster_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jodie_Foster_0002.jpg,1
132,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Manley_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Manley_0006.jpg,1
133,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Manley_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Manley_0005.jpg,1
134,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_McCain_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_McCain_0003.jpg,1
135,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_McCain_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_McCain_0007.jpg,1
136,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_McCain_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_McCain_0007.jpg,1
137,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Snow_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Snow_0015.jpg,1
138,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Snow_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Snow_0016.jpg,1
139,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Snow_0009.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Snow_0011.jpg,1
140,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Johnson_Panjaitan_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Johnson_Panjaitan_0002.jpg,1
141,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jorge_Castaneda_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jorge_Castaneda_0002.jpg,1
142,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0009.jpg,1
143,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0008.jpg,1
144,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0005.jpg,1
145,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0007.jpg,1
146,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Serra_0009.jpg,1
