,pair1_path,pair2_path,result
4121,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Katie_Holmes_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Park_Jung_Sung_0001.jpg,0
4874,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dennis_Hastert_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dennis_Hastert_0006.jpg,1
5736,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Andy_Madikians_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Pierce_Brosnan_0001.jpg,0
2865,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Frederick_Madden_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gary_Condit_0001.jpg,0
5951,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Marcelo_Rios_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Pierre_Pettigrew_0001.jpg,0
1173,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Mike_Sherman_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Natalie_Maines_0003.jpg,0
3360,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Colvin_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Janet_Napolitano_0001.jpg,0
3197,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Powell_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Powell_0005.jpg,1
944,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bode_Miller_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/David_Howard_0001.jpg,0
4769,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Miyako_Miyazaki_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Munir_Akram_0002.jpg,0
2288,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Heidi_Klum_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Pedro_Solbes_0001.jpg,0
12,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Anthony_Fauci_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Anthony_Fauci_0002.jpg,1
1117,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Burkett_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Leonardo_DiCaprio_0002.jpg,0
4365,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lou_Piniella_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lou_Piniella_0003.jpg,1
3655,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Donald_Rumsfeld_0051.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Donald_Rumsfeld_0083.jpg,1
5695,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Vladimir_Voltchkov_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Vladimir_Voltchkov_0002.jpg,1
642,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bo_Pelini_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bo_Pelini_0002.jpg,1
2589,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Marty_Mornhinweg_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Marty_Mornhinweg_0002.jpg,1
4707,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/John_Kerry_0009.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Raja_Ibrahim_0001.jpg,0
2678,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tiger_Woods_0016.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tiger_Woods_0018.jpg,1
4292,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Howard_Schultz_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Howard_Schultz_0002.jpg,1
5079,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tony_Shalhoub_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tony_Shalhoub_0002.jpg,1
5487,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Eileen_Coparropa_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Eileen_Coparropa_0003.jpg,1
2922,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeffery_Hendren_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeremy_Wotherspoon_0001.jpg,0
2535,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ian_Thorpe_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ian_Thorpe_0010.jpg,1
4765,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Miguel_Angel_Rodriguez_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Sasha_Cohen_0001.jpg,0
2264,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fidel_Castro_0007.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hu_Maoyuan_0001.jpg,0
653,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chanda_Rubin_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chanda_Rubin_0005.jpg,1
429,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Don_Carcieri_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Janica_Kostelic_0001.jpg,0
3750,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lance_Bass_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lance_Bass_0004.jpg,1
3315,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Alexandre_Daigle_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Brent_Coles_0001.jpg,0
2517,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gerry_Adams_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gerry_Adams_0006.jpg,1
4011,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Donald_Carty_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeffrey_Immelt_0002.jpg,0
3162,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kenneth_Bowersox_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kenneth_Bowersox_0003.jpg,1
3605,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Amanda_Bynes_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Amanda_Bynes_0002.jpg,1
838,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Sandra_Bullock_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Sandra_Bullock_0004.jpg,1
1087,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hugh_Jessiman_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/TA_McLendon_0001.jpg,0
1728,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jules_Asner_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Robert_Beck_0001.jpg,0
5807,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Curtis_Strange_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kurt_Schottenheimer_0001.jpg,0
1319,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jiri_Novak_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jiri_Novak_0011.jpg,1
1330,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Manuel_Durao_Barroso_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Manuel_Durao_Barroso_0002.jpg,1
4154,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Mark_Sacco_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tono_Suratman_0001.jpg,0
856,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Steffi_Graf_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Steffi_Graf_0004.jpg,1
1419,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Norah_Jones_0009.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Norah_Jones_0015.jpg,1
2515,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gerry_Adams_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gerry_Adams_0006.jpg,1
2299,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Imad_Moustapha_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kyoko_Nakayama_0001.jpg,0
3536,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lawrence_Di_Rita_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Mekhi_Phifer_0001.jpg,0
1608,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Colleen_Atwood_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Penelope_Cruz_0002.jpg,0
5198,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chris_Hernandez_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tonga_0001.jpg,0
693,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Evander_Holyfield_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Evander_Holyfield_0002.jpg,1
4140,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Loretta_Lynn_Harper_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michel_Temer_0002.jpg,0
2666,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tang_Jiaxuan_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tang_Jiaxuan_0009.jpg,1
188,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Martin_Sheen_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Martin_Sheen_0002.jpg,1
287,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Vincent_Brooks_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Vincent_Brooks_0005.jpg,1
3410,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Dalia_Rabin-Pelosoff_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Sean_Combs_0001.jpg,0
5536,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Lopez_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jennifer_Lopez_0003.jpg,1
4205,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ali_Naimi_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ali_Naimi_0008.jpg,1
3966,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Catherine_Deneuve_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jade_Jagger_0001.jpg,0
3771,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Luiz_Inacio_Lula_da_Silva_0011.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Luiz_Inacio_Lula_da_Silva_0044.jpg,1
3215,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Naoto_Kan_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Naoto_Kan_0003.jpg,1
2333,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Julien_Boutter_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Saeed_Anwar_0001.jpg,0
5981,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Paul_Murphy_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Qazi_Hussain_Ahmed_0001.jpg,0
4094,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jean-Rene_Fourtou_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Roh_Moo-hyun_0028.jpg,0
2144,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Barry_Hinson_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Nino_DAngelo_0001.jpg,0
2980,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Patricia_Hearst_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Scott_Dickson_0001.jpg,0
210,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Paul_Bremer_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Paul_Bremer_0017.jpg,1
5607,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Maria_Shriver_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Maria_Shriver_0008.jpg,1
4996,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Moore_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Moore_0002.jpg,1
3106,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hans_Blix_0007.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hans_Blix_0038.jpg,1
73,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Geraldine_Chaplin_0002.jpg,1
5765,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ben_Lee_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Horace_Newcomb_0001.jpg,0
2828,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/David_Brinkley_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Stephen_Arigbabu_0001.jpg,0
4782,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Paul_Farley_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Platon_Lebedev_0001.jpg,0
5944,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lou_Lang_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Nova_Esther_Guthrie_0001.jpg,0
4246,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/David_Trimble_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/David_Trimble_0005.jpg,1
2821,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Daniel_Chin_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ian_Huntley_0001.jpg,0
3305,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ahmet_Demir_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Wally_Szczerbiak_0001.jpg,0
5594,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Magdalena_Maleeva_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Magdalena_Maleeva_0003.jpg,1
2145,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Barry_Zito_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chris_Gratton_0001.jpg,0
1231,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bridget_Fonda_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bridget_Fonda_0003.jpg,1
5352,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Lubomir_Zaoralek_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Luis_Berrondo_0001.jpg,0
3340,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Antje_Buschschulte_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jerry_Angelo_0001.jpg,0
5866,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gregory_Peck_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jacqueline_Obradors_0001.jpg,0
4391,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Douglas_0004.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Douglas_0005.jpg,1
113,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeanne_Moreau_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jeanne_Moreau_0002.jpg,1
5086,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Wolfgang_Schuessel_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Wolfgang_Schuessel_0004.jpg,1
4259,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ferenc_Madl_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Ferenc_Madl_0002.jpg,1
5441,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bill_Clinton_0010.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bill_Clinton_0029.jpg,1
3195,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Powell_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Michael_Powell_0003.jpg,1
2456,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Carlos_Menem_0011.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Carlos_Menem_0012.jpg,1
2948,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jose_Vicente_Rangel_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Scott_OGrady_0001.jpg,0
1839,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bruce_Weber_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bruce_Weber_0002.jpg,1
1962,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Liza_Minnelli_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Liza_Minnelli_0004.jpg,1
1892,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/GL_Peiris_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/GL_Peiris_0003.jpg,1
1825,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Antonio_Palocci_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Antonio_Palocci_0007.jpg,1
4339,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kim_Dae-jung_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kim_Dae-jung_0003.jpg,1
4446,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Robert_Blackwill_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Robert_Blackwill_0002.jpg,1
3458,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Fran_Drescher_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jay_Leno_0003.jpg,0
3535,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Laurie_Laychak_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Pa_Kou_Hang_0001.jpg,0
252,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Stockard_Channing_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Stockard_Channing_0003.jpg,1
350,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bernard_Law_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Liu_Xiaoqing_0001.jpg,0
2758,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Betty_Williams_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Mary_Catherine_Correll_0001.jpg,0
4552,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Billy_Andrade_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kellie_Coffey_0001.jpg,0
457,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Francisco_Garcia_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Marsha_Sharp_0001.jpg,0
5844,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Enos_Slaughter_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Qais_al-Kazali_0001.jpg,0
479,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gideon_Yago_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Paul_William_Hurley_0001.jpg,0
1114,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jimmy_Smits_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Robin_Johansen_0001.jpg,0
798,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Mitchell_Daniels_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Mitchell_Daniels_0002.jpg,1
4221,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bruce_Springsteen_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bruce_Springsteen_0003.jpg,1
2673,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tiger_Woods_0005.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Tiger_Woods_0012.jpg,1
3095,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gilberto_Rodriguez_Orejuela_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gilberto_Rodriguez_Orejuela_0003.jpg,1
26,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bob_Graham_0006.jpg,1
3075,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Elton_John_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Elton_John_0006.jpg,1
2750,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Astrid_Betancourt_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Frederick_Madden_0001.jpg,0
3270,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Sharon_Stone_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Sharon_Stone_0005.jpg,1
1747,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Leslie_Moonves_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Robert_Hyatt_0001.jpg,0
1287,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hector_Babenco_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Hector_Babenco_0003.jpg,1
1281,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Glafcos_Clerides_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Glafcos_Clerides_0003.jpg,1
4934,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jane_Pauley_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Jane_Pauley_0002.jpg,1
2619,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Peter_Hillary_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Peter_Hillary_0002.jpg,1
2063,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Terrell_Suggs_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Terrell_Suggs_0002.jpg,1
2191,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Chen_Shui-bian_0003.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Gaston_Gaudio_0001.jpg,0
4649,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Franz_Beckenbauer_0002.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Rick_Bragg_0001.jpg,0
5154,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Bijan_Darvish_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Franco_Dragone_0001.jpg,0
4717,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Johnnie_Lynn_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Larry_Coker_0004.jpg,0
1951,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kate_Hudson_0006.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Kate_Hudson_0007.jpg,1
4578,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Carlos_Fasciolo_0001.jpg,/Users/ryanlee/Desktop/FriendFinder.AI/images/train/Debbie_Allen_0001.jpg,0
